word	cid	keyword	cluster
change	22	changing	Changing, modify, changethe, chage, chaning, chnaged, alter, altering, changing, cahnge, chaging, cange, changed, Changes, chenge, tochange, chnge, changein, shift, adjust, chagne, chnage, chamge, changes
change	60	CHANGING	CHANGING
change	72	changes.	changes.
chaos	24	choas	Choas, mayhem, carnage, ciaos, ChaosThe, chaos.The, madness, mayham, madhouse, anarchy, choas, caos, mayhem., anarchy.The, insanity, malestrom, crazyness, bloodshed, havoc, bedlam, lawlessness, Admist, mahem
chaos	68	chaotic	chaotic, CHAOTIC, orderly, non-chaotic, hectic, whirlwind, chaotically, Chaotic, anarchic, chaos-filled, disorderly, chaos.In, choatic, frenetic, barely-controlled, semi-chaotic
chaos	9	turmoil	unrest, disruptions, turmoil, disruption, disharmony, turbulence, discord, tumultuousness, instability, tumult, strife, dischord
chaos	20	untidiness	disorganisation, untidiness, orderliness, unruliness, clutter, messiness, disorganization
chaos	38	confusion	confusion, randomness, unpredictability, uncertainty
chaos	61	non-order	disorder, non-order, dis-order
chaos	47	catastrophe	calamity, catastrophe
chaos	17	tranquility	tranquility
chapel	11	vicarage	churchyard, undercroft, chapel-of-ease, Canonry, vestry, vicarage
chapel	16	pew	ehurch, pew, ohuroh, parsonage, churoh, churcb
chapel	1	chapels	chapels, ChapelThe, Chapel.The, Chapels, chapel.The
chapel	12	belltower	Neo-Romanesque, Michaeliskirche, Cathedral, belltower
chapel	3	chaplain	chaplain
chapel	19	choir	choir
chapel	22	auditorium	auditorium
chapter	26	it.Chapter	Chapter15, PMChapter, Chpater, 23Chapter, 2.Chapter, chpt, hapter, Chapt, chapterThe, --Chapter, Chaper, Chapte, 27Chapter, it.Chapter, ch.6, 17Chapter, Chpt, 19Chapter, Chapters, CHAPTERS, Chap, 10chapter, chapt, 12chapter, -Chapters, Chp, Epilogue, 4.Chapter
chapter	46	twenty-two-a	thirteen-a, eight-a, sub-chapter, chap-, eleven-a, twenty-two-a, paragraph, seventeen-a, five-b, subchapter, eleven-b, section
chapter	5	chapters	chapter.The, chapters.The, Chapter.The, chapter.This, chapters, chapter.In, achapter, thechapter
chapter	4	WanderingGummiOfDoom	WanderingGummiOfDoom
charcoal	22	charcoals	prismacolor, charcoals, ink-wash, charcol, carbón, gouache, NuPastel
charcoal	1	briquettes	Looftlighter, Briquettes, briquette, briquettes, FlameDisk
charcoal	8	charcoal-grey	ash-colored, charcoal-grey, ash-like
charcoal	3	charbon	anthracite, charbon
charcoal	18	Binchotan	Binchotan, Bincho
charcoal	2	ochre	ochre
charcoal	9	firebrick	firebrick
charcoal	12	grill	grill
cheap	3	inexpensive	Low-price, shoddy, cheaply, high-priced, well-priced, cost-effective, budget-friendly, bargain-basement, cheap-ass, low-budget, affordable, low-price, low-quality, low-cost, reasonably-priced, cut-rate, ultracheap, low-priced, cheap-o, afforadble, no-brand, inexpensive, cheapness, cheapass, not-so-cheap, super-cheap
cheap	8	cheep	chep, Expensive, afordable, cheepest, Cheaper, cheaps, cheapes, chaep, cheao, cheep, Cheapest, chepest, unexpensive, expencive, INEXPENSIVE, ceap, sheap
cheap	21	cheapand	cheapThe, cheapI, cheapand
cheat	54	cheating	cheat.The, two-timing, cheatin, cheeting, non-cheaters, non-cheating, cheaty, cheat.I, cheated-on, CHEATED, cheats., CHEATING, cheating-, Cheated, CHEATER, Cheater, cheat-proof, cheating.I, CHEATERS, engañar, cheet, CHEATS, cheated, cheater, cheating.The, non-cheat, Cheaters, unfaithful, cheating, anti-cheating
cheat	10	cheats	cheats, cheatI, tromper, wartune, growtopia, gunblood, castleville, cheatall, uberstrike, chefville, cheatcheat, tricher
cheat	38	defraud	trick, deceive, defraud, hoodwink, swindle, duping, decieve, connive, deception, bribe, back-stab, swindler
cheat	9	wallhacks	hack, CheatEngine, speedhack, maphack, aimbots, wallhacks, godmode, cheatengine, aimbot
cheat	44	testingcheatsenabled	gameshark, boolProp, CWCheat, Gameshark, notarget, cheatcodes, Cheats, testingcheatsenabled, moveobjects
cheat	19	lied	lie, fibbing, liar, fudging, lied
cheat	32	sneaky	devious, dis-honest, dishonestly, deceitful, sneaky
cheat	23	steal	steal, plagiarize
cheat	52	curang	curang
cheat	86	japnes	japnes
cheat	87	outsmart	outsmart
cheek	46	cheeck	jaw, cheeks, chin, cheek.The, cheek.He, cheek.I, jawline, Forehead, lip.I, chin-, lips.This, earlobe, lips.As, cheeks.I, unkissed, lips.The, freckle, cheeks-, brow-bone, lips.But, dimple, lip.The, chin.I, cheeks., kisseth, lips.She, chin.The, cheeck, lips, lips--, forehead, rosy-red, blush, cheekbone, peri-oral, cheecks, lipsAnd, lips-, bee-stung, lip, eyelid, jowl, cheeks.The, lip-, underlip, lips.You, out-thrust
cheek	66	tongue	tongue-, tonge, tonque, toungue, stuck-out, tongue, tongue.The, tonuge, toung, tounge, Tongue, TONGUE, tougue
cheek	7	kisses	kisser, kissed, smackeroo, kissing, smooch, peck, kiss, kisses
cheek	45	thigh	thigh, buttock, buttocks, forearm
cheerful	25	cheery	happy-go-lucky, sweet-natured, Cheery, affable, good-tempered, chatty, cheeful, go-lucky, carefree, cheerfulness, sociable, fun-loving, happy-looking, sunshine-y, easygoing, good-humoured, ever-cheerful, cheerfull, jocund, good-humored, cheeriest, happy-hearted, cheerful.I, cheerfu, cheerful-looking, good-natured, warm-hearted, smiling, goodnatured, chearful, kind-hearted, talkative, congenial, friendly, gregarious, easy-going, mirthful, cheery, cheeriness, jolly, amiable, charming
cheerful	43	enthusiastic	delightful, jubilant, Upbeat, enthusiastic, sprightly, zestful, peppy, infectiously, happy, perky, lively, exuberant, ebullient, energetic, joyful, upbeat, high-spirited, vivacious, bright-eyed, playful, irrepressibly, jaunty
cheerful	20	bright	bright, colourful, colorful
cheerful	19	cheerfully	cheerfully
cheese	32	chesse	chesse, chese, muenster, cheeese, provalone, cheeze, pepperjack, chees, limburger, chease, chedder, co-jack, 🧀
cheese	28	cheese.What	cheese.I, butterkase, cheese.3., cheese.What, cheese.Now, cheese.The, cheese.A, cheese.4., cheese.It, cheese.And, cheese.This, cheese.On
cheese	18	cheeses	cheeses, triple-cream, cheddar-like, brie, Cheeses, non-cheese, cheese-related, cheese-lovers, cheddary, Idiazábal
cheese	38	Parmesan	Mozzarella, Parmesan
cheese	9	macaroni	macaroni
chemistry	51	chemistry.The	chemistry-related, electrochemistry, chemistry-based, chemist, chemistries, electro-chemistry, astrochemistry, ion-molecule, nanochemistry, stoichiometry, bio-analytical, radioanalytical, magnetism, organofluorine, organolithium, bioinorganic, chemistry.The, bioorganic, chemical, organo-metallic, catalysis, thermochemistry, radiochemistry, chemists, f-element, cheminformatics
chemistry	31	chemisty	Chemical, chimie, chemi, Chem., Chemsitry, chemicals, chemisty, Bioorganic, zumdahl, química, Bioinorganic, MChem, iupac, mcmurry, hemistry, chemis, Stoichiometry, chem., Thermochemistry, ochem, chem-, chemsitry, Electrochemistry, ChemistryThe
chemistry	69	toxicology	bio-chemistry, biochemistry, BioChemistry, neurochemistry, microbiology, biology, Bio-Chemistry, Biochemistry, physics, toxicology, biophysics, biochem, micro-biology, physiology, pharmacology, science, OChem, o-chem, Bio-chemistry, sciences, Biology
chemistry	44	physicochemistry	minerology, physicochemistry, microchemistry, geochemistry, geomicrobiology, physico-chemistry, mineralogy
chemistry	33	molecular	molecular, biochemical
chemistry	19	petrochemistry	petrochemistry, metallurgy
chemistry	60	sunlight-driven	sunlight-driven, photochemistry
chemistry	14	Micardis	Micardis
chemistry	43	SiGNa	SiGNa
chemistry	79	alchemy	alchemy
cherish	12	cherished	prescious, priceless, treasured, sacredly, cherishes, precious.And, much-cherished, preciousness, precious, irreplaceable, most-treasured, cherishing, Treasured, treasurable, treasure, cherished
cherish	66	reminisce	memories.Your, remember, momories, fond, reminisce, fondest, memoriesthat, memories, remind, memories.And, remembrances, memories.I, memories.We, fondly
cherish	8	cherrish	cherish.I, frenship, charish, forever.Love, reminise, blessd, cheerish, love.love, reminsce, cherrish
cherish	69	appreciate	savor, revel, relish, appreciate, savour, en-joy, cling, celebrate, embrace, enjoy
cherish	74	despise	revere, adored, love, despise, dearly, adore, admire
cherish	35	uphold	strive, safeguard, preserve, uphold, enshrine
cherish	73	mementos	keepsakes, keep-sake, memento, keepsake, mementos
cherish	43	Treasuring	Cherishing, TREASURED, Cherished, Treasuring
cherish	71	mourn	eternalize, immortalize, mourn, memorialize
cherish	41	rekindle	nourish, nurture, rekindle
cherish	68	forever.These	forever.Please, forever.These, forever.Our
cherish	53	dearest	dearest, dear
cherish	65	forever	forever, everlasting
cherish	21	dearly.	dearly.
cherish	61	togetherness	togetherness
cherish	75	fleeting.	fleeting.
chest	33	upper-back	abdomin, chest.If, thorax, chect, thigh.The, torso.The, abdomenal, abdomen, upper-back, chest.This, abdomen.The, abdominal, cheast, adominal, abdoman, chests., chest.A
chest	16	sternum	neck, armpit, thigh, groin, throat, breastbone, torso, ribcage, waist, mid-chest, pelvis, collarbone, midsection, sternum, forearm
chest	30	upperback	shouder, upperback, pectoral, shoulder, bicep, bicept, shouders, kneck, biceps, shoudler
chest	41	chests	Chests, drawers, six-drawer, drawers.The, 6-drawer, chests, ChestA
chest	8	substernal	precordial, substernal, chest-wall, in-drawing
chest	35	chestpiece	chestpiece
chicken	59	chickens	mcnugget, chicken-less, chickenChicken, scallopine, Poultry, teryaki, beef, chicken-breast, chickenand, ckicken, hicken, Peri-peri, chickenThe, chicken-free, parmagiana, drummies, cluckers, chcken, PMChicken, chickens, scaloppini, soy-marinated, chicken.So, chicken-related, chicken.It, chicken.The, drummettes, chicken-based, AMChicken, dumplins, fricassée, Chiken, chickeny, terriyaki, Spatchcocked, chickenless, rotisseried, pork, buffalo-style, half-chicken, inasal, fricassee, Chickens, chicken.And, chciken, chiken, chicken.This, bone-in, poultry, chicken-y, broasted, anti-chicken, chicken.A, boneless, pot-pie, chichen, semi-boneless, licken, picata, broaster, chickin, poulet
chicken	17	KFC	KFC
chicken	34	egg	egg
chicken	36	pollo	pollo
chicken	54	duck	duck
chief	26	co-chief	ex-head, long-serving, vice-chairman, newly-appointed, vice-president, supremo, principal, chairman, director, co-chief, longtime, former, overseer, di-rector, assistant, editor-in-chief, recently-appointed, superintendent, spokesman, honcho, director-general, Long-serving, commissioner, vice
chief	50	cheif	chief.The, exectuive, officer.The, executive.The, officer.But, officer.In, officer, chief.He, chiefThe, officer.A, cheif
chief	13	commander	chief-of-staff, adjutant, bottle-washer, commandant, commander, aide-de-camp, second-in-command
chief	48	third-ranking	second-highest-ranking, second-ranking, third-ranking, highest-ranking
chief	36	chiefs	chiefs, sub-chief, chieftain
chief	3	chiefest	chiefest
chief	28	strategist	strategist
chief	29	hief	hief
chief	33	ohief	ohief
chief	54	in-chief	in-chief
child	45	child.But	child--, parent.If, child.In, child.The, children.Each, childin, child.They, child.If, child.She, child.More, child.2., child.We, child--and, child.His, child.4., child.With, child.So, childis, child.2, child.It, child.Since, child.And, child.He, child.A, childYou, thechild, child.This, child.What, child.At, child.When, child.Now, parent.It, child.How, child.Read, child.After, child.However, childThe, childA, child--the, child--a, child.Her, parent.A, childto, child.All, child.From, child.For, child.As, child.To, childIt, achild, child.But
child	15	parent	chikd, chidren, kid, children-the, chilld, chlid, kids, parent, childen, parents, boy, children, childs, chldren, chidlren, chilren, chlld, cild, Parents
child	11	infant	infant, baby, toddler, preschooler
child	46	mother	father, mother, daughter
child	75	childhood	childhood
childish	39	silly	vulgar, unintellectual, comical, trollish, mean-spirited, irrational, brainless, nonsensical, spiteful, juvenile, unserious, illogical, silly, baseless, simple-minded, sophomoric, absurd, puerile, arrogant, pathetic, petty, immature, flippant, crass, idiotic, nonsense, dumb, foolish, fatuous, naive, name-calling, silliness, imbecilic, infantile, namecalling, small-minded, frivolous, pointless, asinine, ridiculous, stupid, purile, pettiness, unbecoming, egotistical, inane, moronic, peurile, clownish, insulting, hypocritical, thoughtless, sophmoric
childish	3	childishness	kid-ish, childlike, babyish, Childishly, kiddy, childishly, teenagerish, adultlike, cartoonish, kidlike, Childishness, girlish, childness, childishness, cutesy, kiddish, unchildlike, teenager-ish, boyish, toddler-like, baby-ish, child-like, teenagery, adult-like, adultish, kid-like
childish	70	petulent	bullyish, peevish, petulent, petulance, bratty, brattish, petulant
childish	67	inmature	inmature, imaturity, immatured, immature., immaturely, immaturity
children	3	kids	children.Each, children.4, kids, childreen, children.3, chlldren, childrenand, children--they, chlidren, children.9, children.The, children.All, children.While, children.My, childrens, cildren, children.5, parents, childen, families, childrn, children.Other, chldren, children.They, childre, children.Her, children.8, chil-dren, chrildren, children.Why, Childen, childred, pre-school-age, children--, childrend, chidren, children.You, children.When, child-ren, child, children.From, chidlren, children.1, children.Kids, children.Those
children	17	adults	adults, grown-ups, schoolchildren, preschoolers, adolescents, infants, school-aged, preschool-age, babies, school-age
children	6	grandchildren	grand-children, grandchildren
chip	32	chipset	single-chip, chip-size, chipmaker, chip-based, system-on-chip, 90-nanometer, system-on-chips, chipsets, system-on-a-chip, NatSemi, two-chip, chip-type, computer-chip, chipset, dual-chip, integrated-circuit, on-chip, chippery, Efficeon, chip-set, non-chip, chip-making, one-chip, chiplets, chipmakers, chip-level, chip-maker, multi-chip
chip	22	winbond	ATmega, ATmega8U2, winbond, onchip, 16F877A, SuperIO, atmel, 16F628A, micrcontroller, eprom, FX2LP, JRC4558, AtMega, AY-3-8910, XR2206, ATtiny44, SuperFX, ATMEGA328P, freescale, ATmega328p, 16F628
chip	47	chips	chip.Click, chips-, chips., chips.The, chips.If, chips.You, chips.I, chip.The, chips.We, chips.My, chips, chip.This, chips.So, chips.And
chip	2	microchip	micro-chips, microchips, micro-processor, microprocessing, microcontroller, microchip, microprocessor, Microchip, microprocessors, micro-chip, processor, co-processor, micro-processing
chip	23	chipped	chipping, Chipped, chipped
chip	8	superchip	superchip
chip	15	6pos	6pos
chip	17	foose	foose
chip	73	silicon	silicon
chip	74	YiHi	YiHi
chocolate	66	chocolates	Toblerone, chocolate-like, Chocolates, chocolate-coffee, butterscotch, chocolatier, chocolate.2., chocolate-caramel, chocolate-related, chocolate-flavored, chocolate.The, chocalate, cacoa, chocholate, hazelnut-chocolate, chocolately, chcolate, chocoholic, truffles, chocolateness, chocolat, chocolate-covered, cholocate, chocolatey, chocolaty, chocolate-orange, choco, milk-chocolate, chocoholics, cocoa, choccolate, dark-chocolate, butterscoth, cocao, chocoalte, chocoate, choc., chocolatiers, non-chocolate, Cadburys, raspberry-chocolate, choccy, toffee, chocoloate, chocolates-, caramel-filled, chocolateThe, chocolate.What, chocolate-y, cocoa-flavored, Chocoloate, Ghiardelli, cocolate, ganache, chocolates, choc, DeBrand, choclate, chololate, mint-chocolate, chocolate-based, caramel, brownie, Lindt, sweets, chocolte, cacao
choice	39	choices	choices--, choice.It, choice.To, choice.At, choice.When, choices.The, choice.Some, choice.With, choices-, choice--the, choices.I, non-choice, choice--it, no-choice, choice.By, choice.Not, selection, choice.Other, choice.As, choice.Another, choices, choice.They, choice--a, choice.Well, choice.Yes, choice.Here, choice.Our, choice.One, choice.There, choice.You, choices.This, choice.Since, choice.We, choice.My, choice.2., choice.This, choice.In, ChoiceThe, choices.It, choice.How, choices.There, choice.That, choice.I, choice.Why, choice--, choices.My, choice.From, choice.All, choiceThe, choices.As, choice.Then, choice.And, choice.The, choices.One, choice.A, choice.After, choice.Anyway, choice.For
choice	38	choise	chosing, choie, chocie, coice, choic, choiceof, chioce, choise, choce, chouce, chice
choice	3	choosing	choosing, pick, chose, chosen, choose
choice	5	options	option, options
choice	11	preference	preference
choice	64	co-second	co-second
choir	67	chior	ChoirThe, singers, choristers, cappella, Preaching, soloist, Choraliers, 16-voice, accompanist, CHOIRS, choir.I, chorister, Choirs, 12-voice, choir.The, con-cert, Schola, choral, Chorale, altos, organist, semi-chorus, handbells, orchestra, hymns, choirmasters, Cantores, sing, accapella, cantata, Voces8, choruses, choir-master, chorals, 60-voice, hymnal, evensong, hymn, hand-bell, Jubilate, schola, Choral, preaching, non-auditioned, double-choir, carols, choirmaster, chior, sing-ing, Singers, choire, soloists, chorus, chorale, Cantorum, chorous, Evensongs, madrigal, Kantorei, audition-only, Trouveres, SSAATTBB, acapella, preachin, mixed-voice, non-audition, a-cappella, Cantemus, Exultate, Chorister, soprano, capella, handbell, songleader, Kreuzchor, Choristers, part-singing, choirboys, MoTab, Chior, chœur, Choir.The, choirs, acappella, chorales
choir	47	congregation	chapel, congregation, church
choke	65	suffocate	sufficate, starve, choke-hold, garrotte, suffocate, loosen, disembowel, feed, chokehold, asphyxiate, stifle, debilitate, clench, kill, subdue, strangulate, smoothering, breathe, force-feed, constrict, overpower, constriction, strangle
choke	4	swallow	gulp, chew, suck, swallowing, guzzle, pre-chew, Suck, gulping, swollow, slurp, swallow, gobble, swallowed, sucking
choke	27	vomit	gagging, retch, spit, gag, belch, vomit, spew, gack, convulse, barf, slobber, burp, puke
choke	38	chokes	choked., choked, Chokes, choaked, Invector, chokes, unchoked, choaking, choking., choking, chokin
choke	31	sputter	sputter, splurt, splutter, gurgle, gasp
choke	64	rear-naked	rear-naked, darce, arm-bar
choke	44	pull	yank, pull, shove
choke	42	CHOKING	CHOKES, CHOKING, CHOKED
choke	5	weep	weep, sob
choke	77	windpipe	throat, windpipe
choke	80	throttling	throttle, throttling
choke	39	no-choke	no-choke
choke	57	wrestle	wrestle
choke	60	bleed	bleed
choose	7	chose	selected, slect, specify, choosea, CHOSE, Select, choice.Some, chose, chosed, Chosing, chosen, choos, re-choose, chosing, opting, chooseing, pre-select, them.Choose, Pick, prefered, forgo, preferred, Choice, choices, selet, Choosing, chosse, chooose, chossing, pursue, select, shoose, coose, choosing, choosed, prefer, deciding, opted, chooe, Whichever, tochoose, decide, choice, opt, choose.Click, chooseto, chooser, Chose, choosen, option, CHOOSING, you.Choosing, choice.How, andchoose, ignore, want, sellect, elect, do, 3.Choose, it.Choose
choose	33	whichever	choose.-, choose.But, choose.You, choose.The, whichever, choose.I, want.Do, choose.When, chose.The, choose.As, choose.And, choice-, choose.For, chose-, choose.This, choose.There, choose.If, choose.What, choose.It, choose--, choose.That, choose.So, choose.We
choose	16	escoger	escoger
choose	76	customize	customize
choose	77	pilih	pilih
chord	16	chords	whole-step, non-diatonic, diatonically, chords, dom7, Bbmaj7, prechorus, intervalic, Gmajor, Dmaj, G7sus4, strum, 320033, chordal, melody, Esus4, Eb6, Csus4, E-major, bVI, semi-tone, Fmaj7, C-E-G, dim7, G-flat, tetrachord, add9, whole-tone, Cmaj7, bass-note, B-minor, Ebmaj7, Bm7b5, trichords, Abmaj7, Emaj7, F-sharp, chorded, Bdim, G-sharp, chords.I, arpeggiate, Bbm7, Bm9, Bdim7, Bflat, Ebm7, Dmaj7, D7sus4, G-major, Cmaj, D-minor, half-note, D-major, Aadd9, Gmaj7, chords., half-diminished, arpeggios, Chords, Fmaj, diatonic, Maj7, Amaj7, sus2, Aminor, Cm6, D-sharp, voicings, A-major, A-minor, Cmaj9, Dadd9, Dadd4, seven-note, sus4, strummed, semi-tones, Asus4, B-natural, e-flat, trichord, arpeggio, Gsus4, Gm9, powerchord, ii-V, pentatonic, Fsus2, Fadd9, maj7, Cmajor, bVII
chord	4	strikes	struck, strike, strikes
church	28	chuch	church.So, non-church, thechurch, church.As, church.When, churchThe, housegroup, church--, church.Our, church.If, church-related, church.Not, churh, chuch, church.To, youthgroup, church-shopping, family-integrated, church.What, church.He, chruch, church.1, church.At, church.She, church.This, church.In, church--the, UUMC, church.The
church	13	churches	parishioners, pew, clergy, cathedral, parsonage, churcb, ehurch, presbytery, pastor, chapel, pastors, steeple, deacon, congregations, congregation, parish, gospel-preaching, churchgoers, cburch, churches, vestry
church	3	churchs	chruches, Churches, churchs, chirch, Chruch, churces, churche
cigar	80	cigarette	Maduros, Padróns, Moontrance, Cigarette, Robustos, Cheroot, DrawGreat, Partagas, mild-bodied, humidor, Corojo, Upmann, parejo, Vegueros, belicoso, Te-Amo, vitolas, Partagás, Cohiba, box-press, Lancero, cigarillo, Robusto, cigarmaker, box-pressed, cigarettes, cigar-like, half-smoked, RyJ, tobac, Cabaiguan, humidors, cigarrete, Cohibas, lancero, Lanceros, robustos, perdomo, Havanas, robusto, cigars, maduro, cig, Cigars, tobaccos, Belicoso, Humidor, Macanudos, Macanudo, 7-20-4, cigar-smoking, Montecristos, cigarrette, Herf-a-Dor, stogie, Esplendido, Habano, Undercrown, montecristo, cigar.The, Panatela, vitola, Panetela, e-cigar, cigare, cigarro, Figurado, Habanos, cheroot, Montecristo, Dunhills, tobacco, Davidoffs, unsmokable, CIGARS, ciga, OpusX, cigarette, ImperfectionsBest, Cigarillo, Esplendidos, figurado, cigar-friendly, Licenciados, habano, ExcellentPoorTasteConstructionDrawConsistencyAppeaLogOn, Sungrown, WrapperWell
cigarette	14	cig	ciggs, ciggarettes, cigarrette, cigarette-like, tobbaco, rettes, stogie, cigarette.The, rokok, fag, Marlboros, cigar, beedi, sigarette, cigarettes.The, Tobacco, sigaret, e-pipe, tabbaco, cigarrete, cigaretes, tabacco, stogies, cig., Menthols, ciga, E-cigarette, Gauloises, ciggerette, smoking.But, e-cig, e-cigarette, cigaret, kreteks, kretek, Cig, ashtray, Cigarettes, cigars, smokeless, baccy, ciggie, nicotine, cigg, cig, cigare, cigarete, cigarillo, cigarro, cigarets, Smoking, gasper, smokers, Gauloise, cheroot, rollies, ash-tray, smoke, Dunhills, ciggy, ciggerettes, cigarettes, tobacco, menthols, Ciggies, half-smoked
circumstance	9	circumstances	circumstances.We, Situations, cirumstance, curcumstances, circonstances, circumstances.2, circumstaces, cumstance, circumstances.One, circumstances.A, circum-, circumstances.So, circumtances, conjuncture, thecircumstances, circumstances., andcircumstances, circumstances.As, cumstances, extenuating, cir-cumstances, circumstance.I, circumstances.And, cercumstances, circumstances.The, circumstances.You, circumstances.These, circumstances.In, circumstanced, Circumstances, circunstances, circumstances-, exigency, circmstances, duress, circumstances, circumstances.That, circumstances.It, CIRCUMSTANCES, circumstance.The, circum-stances, circumstances--
circumstance	39	situation	situation.Well, situations, predicament, siutation, situation.This, situtation, situation, sitution, sitation, scenario, situation.It, predicaments, situation.
circumstance	45	happenstance	unforeseen, happenstance, fortuity, unforeseeable, happenstances, fortuitous
circumstance	52	mischance	misfortune, mischances, unfortunate, mischance
circumstance	72	vicissitudes	vicissitude, unpropitious, vagary, vicissitudes
circumstance	42	circumstantially	circumstantially, circumstantial
circumstance	4	occurrence	occurrence
circumstance	6	pomp	pomp
circumstance	19	regardless	regardless
circumstance	28	occasion	occasion
circumstance	65	particulars	particulars
circumstance	68	consequence	consequence
citizen	1	citizen-based	citizen-based, citizen-led, citizen-driven, public-minded, democracy, civic-minded, up-standing, democratic, citizen-oriented, citizen-centric, citizen-centered, civic, citizen-focused
citizen	24	citizenship	citizenship-, naturalized, noncitizen, citizenship, Citizenship, citizenship., LAW-ABIDING, voter., Non-citizen, NATURALIZED, citzenship
citizen	3	citizens	eco-drive, citizens.The, Citzen, citizen.The, CitizensThe, Citzens, citizenry, government, citizens.Some, citizens
citizen	39	politician	politcian, politician, politican, legislator, bureaucrat
citizen	23	citzen	citisen, citzen, citizen.I, citisens
citizen	17	freeborn	freeborn
citizen	22	resident	resident
citizen	25	gunowner	gunowner
citizen	28	citoyen	citoyen
citizen	33	ciudadano	ciudadano
citizen	36	voter	voter
citizen	41	patriot	patriot
clarify	85	clarifying	reiterate, reassure, unclear, exlain, re-ask, clarification.I, reitterate, clearer, Clarifying, rectify, revise, deliniate, clarify.The, expain, re-iterate, re-phrase, rephrase, ammend, re-emphasize, calrify, re-emphasise, summarize, define, clearify, enlighten, restate, clear, clarifiy, explain, re-define, reconfirm, reformulate, rephase, emphasize, reaffirm, illustrate, re-address, clarified, simplify, clairfy, clarifies, formalise, concretize, explicate, broaden, reinterate, confirm, re-confirm, inform, reemphasize, refute, re-word, reexplain, explian, clearification, clarification., substantiate, summarise, clairification, expound, codify, clarifications, understand, interject, delineate, clairify, clarifying, unlcear, demystify, re-explain, elucidate, de-mystify, amend, re-clarify, contextualize, clarifing, clarification, emphasise, explain.First, reword, redefine, Clarification, formalize
clarify	40	misunderstood	confuse, misunderstood, misunderstand, misunderstanding, misspoke, mis-stated, misinterpreted
class	22	classes	class.4, classIn, class.A, class.2, classe, classThe, -classes, class.5., class.While, classThis, class.4., class.Our, ClassThis, ClassIn, class.By, class.No, ClassThe, class.3., class.The, class.1., class.In, class.For, clas, theclass, class.As, class.See, class.Here, class.Also, class.With, class.Class, class.This, classA, classes, class.We, class.1, Classs, Classes
classroom	37	whole-class	student-learning, whole-class, pedagogy, chalk-and-talk, teacher-generated, teaching, teacher-centric, teacher-centered, teacher-controlled, student-centered, cooperative-learning, curriculum, flipped-classroom, lesson-planning, print-rich, classroom-based, teacher-directed, Multi-age, literacy-rich, teacher-focused, teacher-created, school-wide
classroom	12	unitedstreaming	SMARTboard, Activboard, smartboard, Padlets, unitedstreaming, KidBlog, Voicethreads, kidblog, Smartboard, SmartBoard, NearPod, SMARTBoard, Twiducate
classroom	39	out-of-classroom	in-class, out-of-classroom, mid-lesson, nonclassroom, classroom-related, in-classroom, classwork, class-time, classtime
classroom	47	classrooom	classroom.If, classrooom, classroom.For, classroom.This, classroom.More, classrooms.The, CLASSROOMS, classroom.You
classroom	63	Classrooms	ClassroomA, Classrom, ClassroomHow, Classrooms, ClassroomIn, ClassroomThe
classroom	40	teacher	homeroom, school, student, Teachers, teacher
classroom	2	classrooms	lunchroom, staffroom, classrooms, schoolroom
clever	20	ingenious	stylish, smart, creative, quick-witted, sharp-witted, not-so-clever, imaginative, lateral-thinking, deviously, cleverer, cheeky, Ingenious, semi-clever, ingenious, daft, silly, clever-sounding, witty, sly, cute, artful, skilful, oh-so-clever, whip-smart, clever.I, cleverly, resourceful, ingenius, super-clever, punny, humourous, wily, ingeniously, cleverest, tricksy, nifty, cunning, trickery, wordplay, cleverness, sneaky, craftily, well-executed, cunningly, Brilliant, funny, ingeneous, too-clever, clever.The, oh-so-smart, play-on-words, stupid, clever-clever, intelligent, word-play, neat, ingenous
clever	31	PMClever	PMClever
clever	38	catchy	catchy
cliff	53	cliffs	cliffed, cliffy, battlement, crags, cliffside, rockfaces, seacliffs, ravine, ledge., mountain, cliffline, gorge, promontory, precipices, rockface, cliffs, seacliff, boulder, hilltop, slope, falaise, rocky, mountainside, sea-cliff, acantilado, clift, clifts, cliff-tops, rock, crag, ledges, clifftop, clifftops, hill, falaises, clif, precipitous, cliffsides, hillside, moher, cliffs.The, cliffs., sea-cliffs, precipitously, gulley
cliff	21	cliff.The	precipice, brink, cliff.The, tettering, abyss, teetering, cliff.I, precipe, Greece-like, abyss.The
cliff	56	rappell	rapelling, rappell, climp
cliff	40	swan-dive	cliff-dive, swan-dive
cliff	12	thousand-foot	thousand-foot
cliff	62	lemmings	lemmings
clinic	23	physician	check-up, house-call, OBGYN, dentist, general-practice, pediatrician, gynecologist, ob-gyn, nurse-practitioner, doctor, OB-GYN, Well-Baby, physician
clinic	12	polyclinic	Welcare, klinik, Hospital, policlinic, multispeciality, Clinica, Polyclinic, policlinics, polyclinic
clinic	25	Klinik	CLINICS, ClinicWe, Klinic, Clinc, In-Clinic, Klinik, ClinicThe, Clinics
clinic	42	Surgicenter	Surgicenter, QuickCare, RotaCare, PrimeCare, CareNow, Care-A-Van
clinic	3	clinics	clinic.The, patients, clinics, clinc
clinic	40	no-appointment	medi-spa, no-appointment, hair-restoration, medispa
clinic	21	hospital	hospital, Kerlan-Jobe, County-USC
clinic	52	Outpatient	Nurse-led, Outpatient, Out-patient
clinic	19	consultorio	clínica, consultorio
clinic	10	acupuncturist	acupuncturist
clinic	11	Mdzananda	Mdzananda
